arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 209023.000000 , 209023.000000 , 0.000000 , 17.222925 , 38.202608 , 3.105896 , 35.097314 , 0.058062 , 0.028492 , 0.058062 , 0.932477 , 0.509456 , 0.000000 
 209674.000000 , 209674.000000 , 0.000000 , 17.169265 , 37.989952 , 3.045384 , 34.944858 , 0.058244 , 0.028617 , 0.058244 , 0.932295 , 0.508829 , 0.000000 
 209988.000000 , 209988.000000 , 0.000000 , 17.143808 , 38.074175 , 3.062899 , 35.011297 , 0.058330 , 0.028562 , 0.058330 , 0.932178 , 0.510553 , 0.000000 
 209467.000000 , 209467.000000 , 0.000000 , 17.186349 , 37.914926 , 2.970267 , 34.945224 , 0.058186 , 0.028616 , 0.058186 , 0.931892 , 0.508328 , 0.000000 
 209472.000000 , 209472.000000 , 0.000000 , 17.186032 , 37.922342 , 3.003470 , 34.918872 , 0.058187 , 0.028638 , 0.058187 , 0.930962 , 0.507954 , 0.000000 
 209790.000000 , 209790.000000 , 0.000000 , 17.160007 , 37.903000 , 2.990749 , 34.912366 , 0.058275 , 0.028643 , 0.058275 , 0.931109 , 0.508630 , 0.000000 
 209333.000000 , 209333.000000 , 0.000000 , 17.197382 , 38.135134 , 3.084157 , 35.051306 , 0.058148 , 0.028530 , 0.058148 , 0.932591 , 0.509544 , 0.000000 
 210117.000000 , 210117.000000 , 0.000000 , 17.133311 , 38.172294 , 3.179901 , 34.992476 , 0.058366 , 0.028578 , 0.058366 , 0.932862 , 0.510591 , 0.000000 
 209636.000000 , 209636.000000 , 0.000000 , 17.172529 , 37.982787 , 3.038366 , 34.944421 , 0.058233 , 0.028617 , 0.058233 , 0.932051 , 0.508726 , 0.000000 
 209626.000000 , 209626.000000 , 1.000000 , 17.173299 , 38.076269 , 3.041157 , 35.035480 , 0.058230 , 0.028542 , 0.058230 , 0.931795 , 0.510028 , 0.000000 
 209643.000000 , 209643.000000 , 0.000000 , 17.172047 , 38.119257 , 3.158451 , 34.960903 , 0.058234 , 0.028603 , 0.058234 , 0.930750 , 0.508980 , 0.000000 
 210402.000000 , 210402.000000 , 3.000000 , 17.110064 , 38.114998 , 3.068066 , 35.047702 , 0.058445 , 0.028533 , 0.058445 , 0.932497 , 0.512092 , 0.000000 
 209614.000000 , 209614.000000 , 0.000000 , 17.174107 , 37.853943 , 2.980161 , 34.873782 , 0.058227 , 0.028675 , 0.058227 , 0.932907 , 0.507651 , 0.000000 
 210006.000000 , 210006.000000 , 0.000000 , 17.142319 , 38.108645 , 3.102185 , 35.006612 , 0.058335 , 0.028566 , 0.058335 , 0.932448 , 0.510529 , 0.000000 
 209748.000000 , 209748.000000 , 0.000000 , 17.163440 , 38.040484 , 3.015425 , 35.025059 , 0.058263 , 0.028551 , 0.058263 , 0.932130 , 0.510170 , 0.000000 
 209843.000000 , 209843.000000 , 0.000000 , 17.155581 , 37.941038 , 2.971229 , 34.969809 , 0.058290 , 0.028596 , 0.058290 , 0.932420 , 0.509598 , 0.000000 
 209875.000000 , 209875.000000 , 0.000000 , 17.152936 , 38.124807 , 3.066208 , 35.058828 , 0.058299 , 0.028523 , 0.058299 , 0.932384 , 0.510974 , 0.000000 
 209954.000000 , 209954.000000 , 0.000000 , 17.146596 , 38.133948 , 3.064648 , 35.069600 , 0.058321 , 0.028515 , 0.058321 , 0.932238 , 0.511320 , 0.000000 
