arr,r_arr,jq,inter,wait,delay,service,lambda_i,mu,throughut,visit,utilization
 224694.000000 , 224694.000000 , 0.000000 , 16.021752 , 19.191146 , 4.185097 , 15.006091 , 0.062415 , 0.066640 , 0.062415 , 1.000000 , 0.468304 , 0.000000 
 225469.000000 , 225469.000000 , 0.000000 , 15.966683 , 19.222686 , 4.280285 , 14.942637 , 0.062630 , 0.066923 , 0.062630 , 1.000000 , 0.467932 , 0.000000 
 225551.000000 , 225551.000000 , 2.000000 , 15.960827 , 19.291010 , 4.282546 , 15.008541 , 0.062653 , 0.066629 , 0.062653 , 1.000000 , 0.470168 , 0.000000 
 224976.000000 , 224976.000000 , 0.000000 , 16.001581 , 19.126038 , 4.169549 , 14.956507 , 0.062494 , 0.066861 , 0.062494 , 1.000000 , 0.467345 , 0.000000 
 224864.000000 , 224864.000000 , 0.000000 , 16.009641 , 19.269689 , 4.250145 , 15.019616 , 0.062462 , 0.066580 , 0.062462 , 1.000000 , 0.469080 , 0.000000 
 224159.000000 , 224159.000000 , 5.000000 , 16.059973 , 19.215937 , 4.215760 , 15.000396 , 0.062267 , 0.066665 , 0.062267 , 1.000000 , 0.467012 , 0.000000 
 224901.000000 , 224901.000000 , 0.000000 , 16.006814 , 19.109090 , 4.160084 , 14.949019 , 0.062473 , 0.066894 , 0.062473 , 1.000000 , 0.466958 , 0.000000 
 225266.000000 , 225266.000000 , 0.000000 , 15.981080 , 19.288920 , 4.246851 , 15.042230 , 0.062574 , 0.066480 , 0.062574 , 1.000000 , 0.470626 , 0.000000 
 224776.000000 , 224776.000000 , 0.000000 , 16.015824 , 19.095967 , 4.146616 , 14.949366 , 0.062438 , 0.066892 , 0.062438 , 1.000000 , 0.466706 , 0.000000 
 225006.000000 , 225006.000000 , 0.000000 , 15.999540 , 19.203154 , 4.190870 , 15.012360 , 0.062502 , 0.066612 , 0.062502 , 1.000000 , 0.469150 , 0.000000 
 225312.000000 , 225312.000000 , 2.000000 , 15.977834 , 19.103898 , 4.131430 , 14.972821 , 0.062587 , 0.066788 , 0.062587 , 1.000000 , 0.468550 , 0.000000 
 224464.000000 , 224464.000000 , 0.000000 , 16.038116 , 19.208527 , 4.202654 , 15.005904 , 0.062351 , 0.066640 , 0.062351 , 1.000000 , 0.467820 , 0.000000 
 225239.000000 , 225239.000000 , 0.000000 , 15.983022 , 19.313139 , 4.275261 , 15.037886 , 0.062566 , 0.066499 , 0.062566 , 1.000000 , 0.470433 , 0.000000 
 224919.000000 , 224919.000000 , 1.000000 , 16.005675 , 19.255205 , 4.238035 , 15.017297 , 0.062478 , 0.066590 , 0.062478 , 1.000000 , 0.469124 , 0.000000 
 224970.000000 , 224970.000000 , 0.000000 , 16.002000 , 19.259983 , 4.247948 , 15.012132 , 0.062492 , 0.066613 , 0.062492 , 1.000000 , 0.469070 , 0.000000 
 225241.000000 , 225241.000000 , 2.000000 , 15.982878 , 19.193707 , 4.217939 , 14.975939 , 0.062567 , 0.066774 , 0.062567 , 1.000000 , 0.468499 , 0.000000 
 225633.000000 , 225633.000000 , 0.000000 , 15.955076 , 19.159938 , 4.176307 , 14.983660 , 0.062676 , 0.066739 , 0.062676 , 1.000000 , 0.469558 , 0.000000 
 224689.000000 , 224689.000000 , 0.000000 , 16.021849 , 19.085806 , 4.112900 , 14.972962 , 0.062415 , 0.066787 , 0.062415 , 1.000000 , 0.467267 , 0.000000 
 225220.000000 , 225220.000000 , 0.000000 , 15.984325 , 19.260234 , 4.248978 , 15.011307 , 0.062561 , 0.066616 , 0.062561 , 1.000000 , 0.469563 , 0.000000 
 225020.000000 , 225020.000000 , 0.000000 , 15.998566 , 19.061540 , 4.100553 , 14.961075 , 0.062506 , 0.066840 , 0.062506 , 1.000000 , 0.467575 , 0.000000 
 225052.000000 , 225052.000000 , 3.000000 , 15.996208 , 19.266289 , 4.220744 , 15.045964 , 0.062515 , 0.066463 , 0.062515 , 1.000000 , 0.470298 , 0.000000 
 225095.000000 , 225095.000000 , 0.000000 , 15.993125 , 19.365424 , 4.284550 , 15.080971 , 0.062527 , 0.066309 , 0.062527 , 1.000000 , 0.471483 , 0.000000 
 225215.000000 , 225215.000000 , 0.000000 , 15.984710 , 19.334351 , 4.283064 , 15.051298 , 0.062560 , 0.066439 , 0.062560 , 1.000000 , 0.470803 , 0.000000 
 224414.000000 , 224414.000000 , 0.000000 , 16.041739 , 19.197962 , 4.177258 , 15.020721 , 0.062337 , 0.066575 , 0.062337 , 1.000000 , 0.468176 , 0.000000 
 225511.000000 , 225511.000000 , 0.000000 , 15.963662 , 19.289741 , 4.272645 , 15.017148 , 0.062642 , 0.066591 , 0.062642 , 1.000000 , 0.470354 , 0.000000 
